SA12018_V1_00,kuli_MPIAgg
"7003482",0.509768893271955
"7003484",0.450709701528587
"7003485",0.490501253942976
"7003481",0.535823395634912
"7003483",0.584212889309548
"7003591",0.436904800790549
"7003522",0.603741655251121
"7003755",0.469493220800171
"7003676",0.569497962223073
"7002221",0.360511483620273
"7002223",0.189849887509565
"7002224",0.304674756814246
"7003509",0.705687394514228
"7003659",0.495087517482936
"7003488",0.456069804024747
"7003471",0.517209367130441
"7003491",0.476532953724684
"7003465",0.409381858645954
"7003467",0.440194509820616
"7003450",0.508824751470546
"7003451",0.511129323909176
"7003452",0.549723413894181
"7003468",0.558423352654068
"7003469",0.501231999325639
"7003477",0.601851942856073
"7003478",0.612133872680463
"7003479",0.62587469975895
"7003510",0.719098571710023
"7003537",0.638118711464566
"7003500",0.482064321050632
"7003502",0.654562441170628
"7003506",0.672539505360806
"7003507",0.600600190233814
"7003512",0.674027236753991
"7003514",0.612721530394618
"7003515",0.614194909217112
"7003517",0.582061051888569
"7003519",0.508916991494802
"7003520",0.633224776191173
"7003523",0.54620980568052
"7003526",0.443566445218602
"7003528",0.44784322582141
"7003529",0.501926111857268
"7003530",0.375562384466692
"7003531",0.490211608081121
"7003533",0.53733235751819
"7003534",0.586006477250727
"7003536",0.609499049204679
"7003539",0.606553597387109
"7003540",0.642265181605046
"7003546",0.630293006828063
"7003547",0.741552987870524
"7003549",0.656552433852192
"7003550",0.682811115238477
"7003551",0.814648322951346
"7003554",0.700708718554638
"7003555",0.667867764828385
"7003557",0.63366250842484
"7003559",0.594898943601816
"7003560",0.693896984601829
"7003561",0.593925827135658
"7003562",0.74819509514543
"7003565",0.603522893541384
"7003566",0.658197335050566
"7003567",0.675592800105396
"7003572",0.697361374763842
"7003573",0.596299788934129
"7003576",0.56243261943536
"7003577",0.563789195885007
"7003578",0.53194719818145
"7003580",0.366288255824603
"7003612",0.51477475895809
"7003581",0.526855364212281
"7003582",0.552900940499021
"7003583",0.581912950274637
"7003584",0.370027076509466
"7003589",0.571152625406065
"7003590",0.38888497731357
"7003595",0.498236403080293
"7003600",0.440981477164171
"7003604",0.372501138788439
"7003613",0.620747652492908
"7003615",0.661616296741164
"7003616",0.660455643645344
"7003607",0.421079851326171
"7003608",0.616877230188956
"7003610",0.609941969077584
"7003611",0.624157843813062
"7003617",0.580925651351227
"7003620",0.619592954995798
"7003622",0.616871566129833
"7003623",0.698169323880277
"7003626",0.709667100073002
"7003627",0.67295892812262
"7003643",0.513005089327891
"7003629",0.684442713643929
"7003631",0.626690582881396
"7003632",0.627537520683587
"7003636",0.569759333327295
"7003637",0.537846143933832
"7003639",0.570546133613519
"7003640",0.555878026154795
"7003642",0.520220194741195
"7003649",0.521728857602787
"7003652",0.517329712424185
"7003653",0.51730959475989
"7003654",0.504285228695904
"7003655",0.51566513517777
"7003656",0.540936994407177
"7003657",0.504166533492199
"7003658",0.476016270654536
"7003662",0.471919159574247
"7003663",0.446506057362647
"7003666",0.566631471317896
"7003668",0.559503852203371
"7003671",0.534717689676635
"7003684",0.611903802454134
"7003685",0.687397747644779
"7003673",0.552683821328482
"7003675",0.578004441099975
"7003679",0.675377496098626
"7003681",0.594302341914112
"7003682",0.694453593340324
"7003683",0.576244657592646
"7003687",0.621510022477229
"7003688",0.640164017022207
"7003690",0.597066274519582
"7003696",0.656471091026538
"7003699",0.647351133293912
"7003701",0.636581896129406
"7003705",0.64525130263122
"7003706",0.672364441493622
"7003710",0.540207412464882
"7003715",0.693012542191495
"7003716",0.583450010829641
"7003717",0.631125684122823
"7003718",0.592998422602271
"7003720",0.560787726564562
"7003722",0.613745695127364
"7003723",0.645503620815614
"7003724",0.578056671244394
"7003726",0.562579677426262
"7003728",0.571845679631179
"7003730",0.587312829399107
"7003731",0.515329568482998
"7003735",0.575861311319144
"7003736",0.58012550809986
"7003738",0.521111865380571
"7003740",0.522051546857882
"7003741",0.53559954756987
"7003743",0.516578626250479
"7003746",0.604897457600362
"7003751",0.57394095542343
"7003752",0.574625243925122
"7003760",0.570015322584401
"7003761",0.581183666926789
"7003763",0.588588570013901
"7003768",0.556573455412234
"7003778",0.598790318557464
"7003779",0.5934608916256
"7003803",0.727424359384788
"7003807",0.632685261162446
"7003808",0.604435452487256
"7003810",0.579530832764662
"7003823",0.562660040574559
"7003826",0.52267354233743
"7003832",0.52827204194904
"7003833",0.528641243439442
"7003836",0.623382848214669
"7003840",0.642579353769595
"7003841",0.689756120236168
"7003844",0.704207253277276
"7003855",0.517579684298837
"7003858",0.617320679188912
"7003867",0.636570628897338
"7003870",0.680181146260693
"7003894",0.645528751763317
"7003895",0.588541858451825
"7003890",0.54790142414283
"7003900",0.62152416787713
"7003902",0.62245953187672
"7002817",0.678926943316439
"7002786",0.681544874983713
"7002791",0.710807653380004
"7002958",0.671271252624019
"7002943",0.706197816092317
"7003101",0.767310078150949
"7003093",0.765605591931522
"7003099",0.831657491224685
"7002883",0.742699996927197
"7002896",0.717066641005664
"7003086",0.743986347378786
"7003058",0.720691667591031
"7003082",0.755060147419438
"7003033",0.687333720885146
"7003055",0.719537973091568
"7002861",0.732621893792064
"7003081",0.758865918101943
"7003079",0.696105403384014
"7003043",0.709812437341487
"7002996",0.652117196314293
"7002997",0.675346895308989
"7002984",0.681236444180201
"7002056",0.585065272619981
"7002113",0.500629467502669
"7001971",0.532959469483191
"7001906",0.618747162054545
"7001927",0.631434300167035
"7002007",0.626889037131679
"7002851",0.641044572619462
"7002573",0.666290398259383
"7001841",0.370386906160363
"7001839",0.328746544964756
"7001842",0.418503855394956
"7001807",0.202792283386099
"7001832",0.612176843477938
"7001833",0.628927388538895
"7001838",0.381634738262968
"7001846",0.549514513420425
"7001847",0.575022621517381
"7001848",0.496247136455316
"7001849",0.564481443889572
"7001857",0.608913022884821
"7001860",0.571455646025632
"7001861",0.589641591899991
"7001867",0.202694099254572
"7001868",0.395054583274797
"7001869",0.34757341153828
"7001871",0.383929882665733
"7001873",0.457270137122053
"7001874",0.454234990101711
"7001875",0.494465858222681
"7001876",0.454958079034403
"7001879",0.433904507360622
"7001881",0.519750852374995
"7001882",0.516557331816295
"7001883",0.457626238017656
"7001885",0.536890878165717
"7001886",0.47600544514608
"7001904",0.655446809841718
"7001889",0.588518380850077
"7001891",0.614529238725189
"7001895",0.57952422867749
"7001898",0.63522276550219
"7001900",0.603450268801908
"7001905",0.61020995740859
"7001907",0.605046126256846
"7001910",0.607521267998703
"7001911",0.616420996077108
"7001913",0.593393226751963
"7001916",0.636708209484172
"7001918",0.55916145956209
"7001919",0.577742028645994
"7001921",0.57413541245844
"7001923",0.58338901648722
"7001926",0.659904902310567
"7001930",0.542767856531874
"7001931",0.501952816355824
"7001932",0.518730083317851
"7001934",0.420648909362235
"7001938",0.465943092219333
"7001928",0.103371233081758
"7001929",0.412788896128358
"7001940",0.462075897540199
"7001944",0.469603772032748
"7001945",0.430681016522447
"7001946",0.491778065300392
"7001947",0.471848719888171
"7001949",0.539514690101529
"7001950",0.482159875312503
"7001952",0.454675810923664
"7001953",0.565087325824124
"7001955",0.485505326535221
"7001959",0.520098449237472
"7001961",0.517468093645463
"7001962",0.536154604540175
"7001963",0.502894817863113
"7001964",0.539636052767646
"7001966",0.539132824755154
"7001967",0.529372526168575
"7001972",0.601783295255025
"7001975",0.571989771527981
"7001979",0.631263702823732
"7001981",0.630437714022264
"7001996",0.522523793307341
"7001984",0.530386060120882
"7001985",0.594558911702507
"7001989",0.598215118696052
"7001993",0.580659315119819
"7001994",0.546214611283578
"7001997",0.549025318870536
"7001998",0.569074445577035
"7001999",0.659020766973073
"7002000",0.614729401146473
"7002001",0.645671730717105
"7002003",0.573677412408651
"7002005",0.640678131862507
"7002009",0.612647170701859
"7002011",0.522574772779163
"7002012",0.668881262561504
"7002013",0.631682219019435
"7002014",0.578208378468799
"7002015",0.623729600299144
"7002016",0.646540752191268
"7002017",0.534452414362333
"7002020",0.547107294369772
"7002033",0.473532283780848
"7002036",0.450052136241927
"7002041",0.463780793174248
"7002043",0.467351852009499
"7002049",0.504445671196438
"7002051",0.616683531991232
"7002057",0.586713125996248
"7002059",0.632242996794087
"7002060",0.524835721317384
"7002061",0.620404620335362
"7002062",0.630706402733655
"7002065",0.65784516941679
"7002068",0.724880847339149
"7002069",0.82605320786947
"7002070",0.611848950124866
"7002071",0.666741636195434
"7002072",0.728371007714881
"7002074",0.612074560978795
"7002083",0.579851026177696
"7002087",0.690159965078408
"7002106",0.493732812777733
"7002107",0.52918549947312
"7002108",0.528841051035943
"7002109",0.623071665928508
"7002112",0.503583859149158
"7002114",0.519113630778762
"7002115",0.563955340028485
"7002117",0.586212834201818
"7002375",0.466975520749034
"7002472",0.678669287495769
"7002476",0.679698345828761
"7002564",0.574738453298802
"7002566",0.602752582854217
"7002567",0.623166344350051
"7002570",0.571801044997816
"7002571",0.545244749002965
"7002681",0.628074721311941
"7002692",0.614549338115889
"7002979",0.654786132479982
"7002983",0.712836364991267
"7003006",0.737172482334335
"7003128",0.704806401799563
"7003123",0.539632746351096
"7003124",0.545016893629516
"7002548",0.746134866035907
"7002544",0.607486898532893
"7002551",0.62407851862757
"7002508",0.469431311279674
"7002514",0.600354045990724
"7002515",0.590550445384914
"7002506",0.544293989282368
"7002510",0.547187839304031
"7002495",0.539750676176875
"7002490",0.567607356850425
"7002493",0.544975162408789
"7002499",0.571132069748703
"7002494",0.590841795102654
"7002492",0.614342708318268
"7002489",0.590865599943929
"7002647",0.54353286014431
"7005125",0.844826622736457
"7002488",0.382522891488835
"7002482",0.339937164343156
"7002483",0.565502616853896
"7002565",0.609405089745834
"7002572",0.610498550424966
"7002473",0.58251085739292
"7002568",0.541670467171586
"7002477",0.527063175207293
"7002569",0.537490734712877
"7002583",0.384206253468445
"7002586",0.521173004604906
"7002589",0.446937456154497
"7002594",0.66459488968981
"7002605",0.639809755957965
"7002612",0.635874007616963
"7002616",0.661292112163793
"7002624",0.739299178929178
"7002634",0.681044751874669
"7002651",0.533847981225579
"7002654",0.571959037227916
"7002655",0.557386655565729
"7002656",0.550594792890831
"7002657",0.584903105743653
"7002658",0.537512275396761
"7002659",0.552875078363408
"7002666",0.632160058970773
"7002667",0.651575354027244
"7002668",0.637850295605594
"7002670",0.649227193526798
"7002672",0.609370234312156
"7002682",0.640567856855064
"7002684",0.62610756430066
"7002685",0.656145747888109
"7002687",0.644704559554802
"7002712",0.677757552064481
"7002735",0.664583309663481
"7002739",0.62744294530131
"7002745",0.667304833859601
"7002755",0.733112261073938
"7002758",0.697178385839783
"7002765",0.7482463884391
"7002766",0.714608600895373
"7002769",0.770659457524859
"7002771",0.677170491166631
"7002773",0.806120275005087
"7002774",0.690055522692039
"7002779",0.751937078997506
"7002782",0.73546361876249
"7002799",0.643185875351113
"7002815",0.643261339371586
"7002816",0.657706958025046
"7002819",0.662434015380698
"7002824",0.626498080351963
"7002827",0.666489042780998
"7002828",0.614081627064908
"7002829",0.720854186661943
"7002830",0.664954885557151
"7002835",0.646137953090434
"7002849",0.560216266258853
"7002852",0.674642941028891
"7002857",0.696441042529556
"7002859",0.629976901634802
"7002860",0.811252138347589
"7002892",0.751690469360309
"7002898",0.647204786023229
"7002927",0.753412201204257
"7002942",0.662276336865889
"7002944",0.686087267486626
